Rank,Name,Platform,Year,Genre,Publisher,Developer,Global_Sales
10734,Doukoku Shoshite...,SAT,1998,Adventure,Data East,,0.11
10735,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,,0.11
10736,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,,0.11
10737,Batman & Robin,PS,1998,Action,Acclaim Entertainment,,0.11
10738,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,,0.11
10739,Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,,0.11
10740,Maximum Force,PS,1997,Shooter,GT Interactive,,0.11
10741,Chameleon Twist,N64,1997,Platform,Sunsoft,,0.11
10742,Chopper Attack,N64,1997,Action,GT Interactive,,0.11
10743,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,,0.11
10744,Felony 11-79,PS,1997,Racing,ASCII Entertainment,,0.11
10745,Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,,0.11
10746,Langrisser IV,SAT,1997,Strategy,NCS,,0.11
10747,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,,0.11
10748,Sega Touring Car Championship,SAT,1996,Racing,Sega,,0.11
10749,Lunacy,SAT,1996,Adventure,Sega,,0.11
10750,Street Fighter Collection,SAT,1996,Fighting,Capcom,,0.11
10751,Winter Heat,SAT,1996,Sports,Sega,,0.11
10752,Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,,0.11
10753,Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,,0.11
10754,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,,0.11
10755,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,,0.11
10756,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,,0.11
10757,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,,0.11
10758,Virtual Hydlide,SAT,1995,Role-Playing,Sega,,0.11
10759,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,,0.11
10760,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,,0.11
10761,D,PS,1995,Adventure,Acclaim Entertainment,,0.11
10762,Primal Rage,PS,1994,Fighting,Time Warner Interactive,,0.11
10763,Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,,0.11
10764,Final Fantasy I & II,NES,1994,Role-Playing,Square,,0.11
10765,Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,,0.11
10766,Classic Road,SNES,1993,Sports,Victor Interactive,,0.11
10767,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,,0.11
10768,Ridge Racer 2,PSP,2020,Racing,Unknown,Namco Bandai Games,0.1
10769,Persona Q2: New Cinema Labyrinth,3DS,2019,Role-Playing,Atlus,Atlus,0.1
10770,Slime Rancher,PS4,2018,Simulation,Skybound Games,Monomi Park,0.1
10771,The Seven Deadly Sins: Knights of Britannia,PS4,2018,Fighting,Bandai Namco Entertainment,Natsume Atari,0.1
10772,The Elder Scrolls Online: Summerset,PS4,2018,MMO,Bethesda Softworks,ZeniMax Online Studios,0.1
10773,NASCAR Heat 3,XOne,2018,Racing,704Games,Monster Games,0.1
10774,Starlink: Battle for Atlas,PS4,2018,Action-Adventure,Ubisoft,Ubisoft Toronto,0.1
10775,Zone of the Enders: The 2nd Runner MARS,PS4,2018,Simulation,Konami,Cygames,0.1
10776,Starlink: Battle for Atlas,XOne,2018,Action-Adventure,Ubisoft,Ubisoft Toronto,0.1
10777,Just Dance 2019,WiiU,2018,Music,Ubisoft,Ubisoft Paris,0.1
10778,Sega Genesis Classics,XOne,2018,Misc,Sega,Sega,0.1
10779,Sword Art Online: Fatal Bullet,XOne,2018,Role-Playing,Namco Bandai Games,Dimps Corporation,0.1
10780,Deracine,PS4,2018,Adventure,Sony Interactive Entertainment,From Software,0.1
10781,Battlefield V,PC,2018,Shooter,Electronic Arts,EA DICE,0.1
10782,Slime Rancher,XOne,2018,Simulation,Skybound Games,Monomi Park,0.1
10783,Troll and I,NS,2017,Action,Maximum Games,Spiral House,0.1
10784,Pac-Man Championship Edition 2 + Arcade Game Series,PS4,2017,Action,Namco Bandai Games,Namco Bandai Games,0.1
10785,Tokyo Xanadu eX+,PS4,2017,Role-Playing,Aksys Games,Nihon Falcom Corporation,0.1
10786,Stardew Valley,PS4,2017,Simulation,505 Games,ConcernedApe,0.1
10787,Warriors All-Stars,PS4,2017,Action,Tecmo Koei,Omega Force,0.1
10788,Mega Man Legacy Collection 2,PS4,2017,Action,Capcom,Capcom,0.1
10789,Final Fantasy XIV Online Complete Edition,PS4,2017,MMO,Square Enix,Square Enix,0.1
10790,Puyo Puyo Tetris,PS4,2017,Puzzle,Sega,Sonic Team,0.1
10791,Sudden Strike 4,PS4,2017,Strategy,Kalypso Media,Kite Games,0.1
10792,Accel World vs. Sword Art Online: Millennium Twilight,PS4,2017,Action,Namco Bandai Games,Namco Bandai Games,0.1
10793,Wolfenstein The Two Pack,PS4,2017,Shooter,Bethesda Softworks,MachineGames,0.1
10794,Guilty Gear Xrd REV 2,PS4,2017,Fighting,Aksys Games,Arc System Works,0.1
10795,Sumikko Gurashi: Sumikko Park e Youkoso,NS,2017,Misc,Nippon Columbia,Nippon Columbia,0.1
10796,Just Dance 2018,X360,2017,Music,Ubisoft,Ubisoft Paris,0.1
10797,Utawarerumono: Mask of Truth,PSV,2017,Visual Novel,Atlus,Aqua Plus,0.1
10798,Yooka-Laylee,XOne,2017,Platform,Sold Out,Playtonic Games,0.1
10799,Real Farm,XOne,2017,Simulation,Soedesco,Triangle Studios,0.1
10800,Total War: WARHAMMER,PC,2016,Strategy,Sega,,0.1
10801,Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,,0.1
10802,Persona 5,PS3,2016,Role-Playing,Unknown,,0.1
10803,ReCore,XOne,2016,Action,Microsoft Game Studios,,0.1
10804,Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,,0.1
10805,Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,,0.1
10806,Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,,0.1
10807,God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,,0.1
10808,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,,0.1
10809,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,,0.1
10810,NBA Live 16,XOne,2015,Sports,Electronic Arts,,0.1
10811,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,,0.1
10812,Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,,0.1
10813,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,,0.1
10814,Ride,XOne,2015,Racing,Milestone S.r.l.,,0.1
10815,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,,0.1
10816,Resident Evil: Revelations 2,XOne,2015,Action,Capcom,,0.1
10817,Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,,0.1
10818,Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,,0.1
10819,The Wolf Among Us,PS3,2014,Adventure,Telltale Games,,0.1
10820,Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,,0.1
10821,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,,0.1
10822,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,,0.1
10823,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,,0.1
10824,GRID Autosport,X360,2014,Racing,Codemasters,,0.1
10825,Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,,0.1
10826,NASCAR '14,PS3,2014,Racing,Deep Silver,,0.1
10827,F1 2014,PC,2014,Racing,Codemasters,,0.1
10828,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,,0.1
10829,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,,0.1
10830,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,,0.1
10831,Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,,0.1
10832,The Smurfs 2,Wii,2013,Platform,Ubisoft,,0.1
10833,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,,0.1
10834,Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,,0.1
10835,Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,,0.1
10836,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,,0.1
10837,Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,,0.1
10838,Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,,0.1
10839,Dead or Alive 5,PSV,2013,Fighting,Tecmo Koei,,0.1
10840,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,,0.1
10841,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,,0.1
10842,Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,,0.1
10843,Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,,0.1
10844,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,,0.1
10845,All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,,0.1
10846,[Prototype 2],PC,2012,Action,Activision,,0.1
10847,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,,0.1
10848,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,,0.1
10849,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,,0.1
10850,Pro Evolution Soccer 2013,Wii,2012,Sports,Konami Digital Entertainment,,0.1
10851,Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,,0.1
10852,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,,0.1
10853,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,,0.1
10854,Sol Trigger,PSP,2012,Role-Playing,Image Epoch,,0.1
10855,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,,0.1
10856,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,,0.1
10857,Army Corps of Hell,PSV,2011,Action,Square Enix,,0.1
10858,Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,,0.1
10859,May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,,0.1
10860,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,,0.1
10861,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,,0.1
10862,Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,,0.1
10863,Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,,0.1
10864,Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,,0.1
10865,Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,,0.1
10866,Cabela's Adventure Camp,X360,2011,Misc,Activision,,0.1
10867,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,,0.1
10868,Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,,0.1
10869,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,,0.1
10870,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,,0.1
10871,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011,Action,THQ,,0.1
10872,Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,,0.1
10873,Kung Fu Panda 2,PS3,2011,Action,THQ,,0.1
10874,Generator Rex: Agent of Providence,3DS,2011,Action,Activision,,0.1
10875,Murder in Venice,DS,2011,Adventure,City Interactive,,0.1
10876,Ben 10 Galactic Racing,X360,2011,Racing,D3Publisher,,0.1
10877,Rio,X360,2011,Misc,THQ,,0.1
10878,Lord of Apocalypse,PSP,2011,Role-Playing,Square Enix,,0.1
10879,Winter Stars,X360,2011,Sports,Deep Silver,,0.1
10880,Cubic Ninja,3DS,2011,Platform,Ubisoft,,0.1
10881,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,,0.1
10882,Thor: God of Thunder,3DS,2011,Action,Sega,,0.1
10883,Major League Baseball 2K11,DS,2011,Sports,Take-Two Interactive,,0.1
10884,NASCAR Unleashed,PS3,2011,Racing,Activision,,0.1
10885,BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,,0.1
10886,Skylanders: Spyro's Adventure,PC,2011,Action,Activision,,0.1
10887,Man vs. Wild,X360,2011,Action,Crave Entertainment,,0.1
10888,Digimon Story: Super Xros Wars Blue/Red,DS,2011,Role-Playing,Namco Bandai Games,,0.1
10889,Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,,0.1
10890,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,,0.1
10891,Mystery Stories: Curse of the Ancient Spirits,DS,2011,Adventure,GSP,,0.1
10892,MindJack,X360,2011,Shooter,Square Enix,,0.1
10893,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,,0.1
10894,My First Dollhouse,DS,2010,Misc,505 Games,,0.1
10895,Dancing on Ice,Wii,2010,Sports,Ghostlight,,0.1
10896,Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,,0.1
10897,Despicable Me: The Game,PS2,2010,Platform,D3Publisher,,0.1
10898,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,,0.1
10899,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,,0.1
10900,Shrek: Forever After,X360,2010,Platform,Activision,,0.1
10901,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,,0.1
10902,Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,,0.1
10903,ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,,0.1
10904,Truth or Lies,Wii,2010,Misc,THQ,,0.1
10905,Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,,0.1
10906,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,,0.1
10907,Bejeweled Twist,DS,2010,Puzzle,PopCap Games,,0.1
10908,Rock Band 3,DS,2010,Misc,MTV Games,,0.1
10909,Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,,0.1
10910,nail'd,X360,2010,Racing,Deep Silver,,0.1
10911,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,,0.1
10912,Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,,0.1
10913,NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,,0.1
10914,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,,0.1
10915,Nancy Drew: The Model Mysteries,DS,2010,Puzzle,THQ,,0.1
10916,Little League World Series Baseball 2010,X360,2010,Sports,Activision,,0.1
10917,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,,0.1
10918,iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,,0.1
10919,Rapala Pro Bass Fishing 2010,DS,2010,Sports,Activision,,0.1
10920,MySims SkyHeroes,X360,2010,Action,Electronic Arts,,0.1
10921,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,,0.1
10922,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,,0.1
10923,Imagine: Reporter,DS,2010,Simulation,Ubisoft,,0.1
10924,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,,0.1
10925,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,,0.1
10926,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,,0.1
10927,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,,0.1
10928,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,,0.1
10929,The Whispered World,PC,2009,Adventure,Deep Silver,,0.1
10930,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,,0.1
10931,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,,0.1
10932,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,,0.1
10933,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,,0.1
10934,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,,0.1
10935,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,,0.1
10936,DJ Max Fever,PSP,2009,Misc,PM Studios,,0.1
10937,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,,0.1
10938,The Destiny of Zorro,Wii,2009,Action,505 Games,,0.1
10939,Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,,0.1
10940,Water Sports,Wii,2009,Action,Avanquest,,0.1
10941,Hakuouki Portable,PSP,2009,Adventure,Idea Factory,,0.1
10942,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,,0.1
10943,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,,0.1
10944,Guitar Hero: Van Halen,PS2,2009,Misc,Activision,,0.1
10945,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,,0.1
10946,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,,0.1
10947,USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,,0.1
10948,Fifi and the Flowertots,DS,2009,Misc,Avanquest,,0.1
10949,Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft,,0.1
10950,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,,0.1
10951,System Flaw,DS,2009,Shooter,Enjoy Gaming ltd.,,0.1
10952,The BIGS 2,PSP,2009,Sports,Take-Two Interactive,,0.1
10953,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,,0.1
10954,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,,0.1
10955,Animal Planet: Vet Life,Wii,2009,Simulation,Activision,,0.1
10956,Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,,0.1
10957,Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,,0.1
10958,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,,0.1
10959,Watchmen: The End is Nigh Part 1 & 2,X360,2009,Action,Warner Bros. Interactive Entertainment,,0.1
10960,Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,,0.1
10961,Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,,0.1
10962,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,Blast! Entertainment Ltd,,0.1
10963,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,,0.1
10964,Princess Debut,DS,2008,Misc,Cave,,0.1
10965,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,,0.1
10966,Exit DS,DS,2008,Puzzle,Square Enix,,0.1
10967,Universe at War: Earth Assault,X360,2008,Action,Sega,,0.1
10968,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,,0.1
10969,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,,0.1
10970,Blitz: The League II,X360,2008,Sports,Midway Games,,0.1
10971,America's Next Top Model,DS,2008,Action,Eidos Interactive,,0.1
10972,Culdcept DS,DS,2008,Strategy,Sega,,0.1
10973,Football Director DS,DS,2008,Sports,Pinnacle,,0.1
10974,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,,0.1
10975,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,,0.1
10976,Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,,0.1
10977,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,,0.1
10978,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,,0.1
10979,NFL Tour,X360,2008,Sports,Electronic Arts,,0.1
10980,Spider-Man: Web of Shadows,DS,2008,Action,Activision,,0.1
10981,SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,,0.1
10982,Big League Sports,Wii,2008,Sports,Activision,,0.1
10983,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,,0.1
10984,King of Clubs: Mini Golf,Wii,2008,Sports,Oxygen Interactive,,0.1
10985,Cate West: The Vanishing Files,DS,2008,Adventure,Oxygen Interactive,,0.1
10986,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,,0.1
10987,Horse Life Adventures,DS,2008,Simulation,Deep Silver,,0.1
10988,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,,0.1
10989,Championship Pony,DS,2008,Simulation,"Destination Software, Inc",,0.1
10990,Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,,0.1
10991,"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,,0.1
10992,Ninja Reflex,DS,2008,Action,Electronic Arts,,0.1
10993,Red Bull BC One,DS,2008,Misc,Playlogic Game Factory,,0.1
10994,Touch Mechanic,DS,2008,Simulation,Nintendo,,0.1
10995,Populous DS,DS,2008,Strategy,Rising Star Games,,0.1
10996,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,,0.1
10997,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,,0.1
10998,PictoImage,DS,2007,Puzzle,Sega,,0.1
10999,Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,,0.1
11000,Myst,DS,2007,Adventure,Midway Games,,0.1
11001,Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,,0.1
11002,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,,0.1
11003,Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,,0.1
11004,Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,,0.1
11005,Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,,0.1
11006,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,,0.1
11007,Draglade,DS,2007,Fighting,505 Games,,0.1
11008,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,,0.1
11009,Surf's Up,X360,2007,Sports,Ubisoft,,0.1
11010,World Snooker Championship 2007,PS3,2007,Sports,Sega,,0.1
11011,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,,0.1
11012,Bee Movie Game,PS2,2007,Action,Activision,,0.1
11013,Opoona,Wii,2007,Role-Playing,Tecmo Koei,,0.1
11014,Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,,0.1
11015,Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,,0.1
11016,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,,0.1
11017,CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,,0.1
11018,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,,0.1
11019,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,,0.1
11020,Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,,0.1
11021,MotoGP 07,PS2,2007,Racing,Capcom,,0.1
11022,Shining Force EXA,PS2,2007,Role-Playing,Sega,,0.1
11023,Heatseeker,Wii,2007,Action,Codemasters,,0.1
11024,InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,,0.1
11025,Pro Yakyuu Famista DS,DS,2007,Sports,Namco Bandai Games,,0.1
11026,EyeCreate,PS3,2007,Misc,Sony Computer Entertainment,,0.1
11027,Glory Days 2,DS,2007,Strategy,Ghostlight,,0.1
11028,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,,0.1
11029,Halo 2,PC,2007,Shooter,Microsoft Game Studios,,0.1
11030,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,,0.1
11031,Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,,0.1
11032,Contact,DS,2006,Role-Playing,Rising Star Games,,0.1
11033,Derby Stallion P,PSP,2006,Sports,Enterbrain,,0.1
11034,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,,0.1
11035,Ridge Racer 2,PSP,2006,Racing,Sony Computer Entertainment,,0.1
